total_value,sum_if_finalized_null,sum_if_proven_null,not_proven_2w,not_proven_4w,not_finalized_2w,not_finalized_4w
382442.3241822061,382442.3241822061,382442.3241822061,382442.3241822061,382219.21009424067,382442.3241822061,382219.21009424067
