initiated_block_number,initiated_block_timestamp,initiated_transaction_hash,sender,target,value,initiated_withdrawal_hash,proven_block_number,proven_block_timestamp,proven_transaction_hash,proven_withdrawal_hash,finalized_block_number,finalized_block_timestamp,finalized_transaction_hash,finalized_withdrawal_hash
124978653,2024-09-05 17:08:03,0xf6107017a515c56d342eb463ff4458451cfb91b6bdb3bdab241a763205e722e4,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,100000000000000,0x39617b050b8891b26fbea2ad158fbf82a4e7ad713baf21d6367357efe02f0c6b,0,,,,0,,,
109916737,2023-09-23 01:24:11,0x783d4210112adb0e526fc5c32717acd31dd27d524c80fb471bcc580b11287315,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,371500000000000000,0xb6c7500ffd93edb0c51a3ab66f3be486f7ad66646dc76422970b759729cc1708,0,,,,0,,,
124578327,2024-08-27 10:43:51,0x0541ded9bb35b5a573d1d9afec6f61d11e78bf1fa1f644c54e0fc3aeb4929367,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,8269000000000000,0x3987730bb18acc65592247edf6e06fbf493ee354915b5d46e67bef30378451e9,0,,,,0,,,
107858585,2023-08-06 09:59:07,0x52a3221fe746948ab4f7fb71087651f0f6ec9bf6bd0f0eaee104d6ff5fac7399,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,5312226604446370,0x225296a4d7385cdb8991d1fe9c0a6c0ca023dd72aea3f729dada3e0afd7c4548,0,,,,0,,,
111720754,2023-11-03 19:38:05,0x2e612e3ed12707f3a6f613a8e5a6e1754a668bcd93ac1d00d132edcc87cb0811,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,1467630000000000,0x63ed0bbc617517d20a1ade61fdb374eb452a14b87be4b2c575ced407ff3c64f3,0,,,,0,,,
116842778,2024-03-01 09:12:13,0x3ae5d93c281b395dd6b060a7fe2087d938cfb6ec154145940134ce5d6e6875ed,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,100000000000000,0x3f14b63993f48579a33ca0d4cdb9aeef9da9dc5c9d8937038e0091c9e6dd2d2b,0,,,,0,,,
117770518,2024-03-22 20:36:53,0x2eb8799fa91fb012148e810a9cdff72aba4caa3162d399654b047549fd8b4a79,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,240000000000000000,0x9f5310b17b063309f7def488cde072b41c35257e66efa10377ed75d878d7170f,0,,,,0,,,
120964099,2024-06-05 02:49:35,0x5c97e5b4fc90fef9e173ac81cf71d0d468f1a19674cfc2d36a1c55c64a73cf14,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,3200000000000000,0x79554a94c9ee073ae47636bff2453a1450ac78dea45a4041251e2333900fe310,0,,,,0,,,
120664315,2024-05-29 04:16:47,0xd1f40652291e6ae5440ad57f99f38c7b00dd308f5642b33359f219217074044f,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,2000000000000000,0xf54e5ee720854cfd5b7b37b5a87876743bb7be864b7955c5c2b99ee69815102d,0,,,,0,,,
124931501,2024-09-04 14:56:19,0x5d89a32eacb230633b6d86b3b61d8a7594eefa5c5c971713667370048151f073,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,4400000000000000,0xca5b4e04258382afd84f46aea44e903bd2cd0a6634b305c25bca903b406be002,0,,,,0,,,
109570415,2023-09-15 01:00:07,0xa42db57a025d1e43faeba22310538a75e1dda1b2517b52fbd3542f8b51973e07,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,17500000000000000,0x82794ac91778a409edcee286991e2b282783d1849935e5add3a07442705d5362,0,,,,0,,,
107891675,2023-08-07 04:22:07,0xaf59384af127114751134935fa116a95728178006f417381cffc58d9a204b243,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,100000000000000,0xd017e0c5e9ba3aa153781d8af9b26ec22ab317e6ea95603fce44e0c0cab48381,0,,,,0,,,
116296792,2024-02-17 17:52:41,0x5c332f35c633d0141be05cdc4f03b6b566e622f68f8c29f5e196c5adb328a333,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,62300000000000000,0xe1b8fa5a2f7d3a7d873908a1166479de7a21c0bd922da3dedf28b1bedf002127,0,,,,0,,,
124724440,2024-08-30 19:54:17,0x7d7313f7e8038e0decafa61684549a1bca870b7361dd8134c5f737d509d6b4da,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,3000000000000000,0x8ccbf83ddb611293949d956376777b995f0e14ad9af14cb67952b22a89f15843,0,,,,0,,,
106411486,2023-07-03 22:02:29,0x0bfe7ff78cde4f6a3df85ab81734c9f7fd4d6914c4bd64d057188ef7a61e5c77,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,1000000000000000,0x22d4722b1567de05d2b5e55a4bebeb89b93db455c0e1bcabce94e558cd39b622,0,,,,0,,,
122144680,2024-07-02 02:42:17,0x80396340301b10f62c661221a324caac08e8f9f2288b327e930be87562370c19,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,93502704472909340,0x6daefeb1cfe772555862db456d31f4bb43ceb670f75d1fc20feefb18db5c61ca,0,,,,0,,,
123123799,2024-07-24 18:39:35,0x353cc42728ec7df24b185cc65fa8ee9f1c4c1f404cf51ffc6ad0456e7f6159ab,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,38200000000000000,0x4c0704a1198a30118dac0da0546c08a696a6a6f2bfb316a40971cead1be6fee4,0,,,,0,,,
106181700,2023-06-28 14:22:57,0x6da2c84a0ecef981fd291c12c47a06270cc3e3f975361ab16fa49a0ca703878c,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,4900000000000000,0x52064432fc1abf4c9ac0cca3acd62c6e526347b10defa18926b5fa05327e861e,0,,,,0,,,
109878273,2023-09-22 04:02:03,0xcd1b6fae41afe904f5cc53a18c0a9bda8526030fff53658fbfdf93b7907e031e,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,10000000000000000,0x642928e4d843963add4f5d052299f9244f9723b656367901fdffbc422ad9b6ee,0,,,,0,,,
109878283,2023-09-22 04:02:23,0xfd5159a4e5f4e46c8c060940e5cb8e28e9159485b4eafd2852a2e57be3f78971,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,10000000000000000,0xcea57535d0d3daa619dad9c67bce5c7c7d69316040d14a1ec3c34a0229efab18,0,,,,0,,,
110065311,2023-09-26 11:56:39,0xa14082d0ae8a58042e5165c2ed069ac804a78b2605ae3b4d5cd238adb960fbef,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,4900000000000000,0x6fec20c91f9b3b1d73de442ef7db705515c4efe62443953e46b2a745f67f48d5,0,,,,0,,,
111324946,2023-10-25 15:44:29,0xfb5dd75c592aa82ac62e571ee4b3e5ea81b320d95cd66d641faf7f217415df34,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,198000000000000000,0x9348ed0067dbf239b611a051e4e53b49ae5a2557e740afe596c15e9027146ed8,0,,,,0,,,
116455679,2024-02-21 10:08:55,0x7cfa4cc9ae7ced480a8ce6455ae09ef1c916d8ba2f07a35354cc51a14766f5a3,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,9000000000000000,0xced8e6cf0e15572c73f918cbee64da33f7c82321fec33a4ccf3c1e15731b68f7,0,,,,0,,,
120465755,2024-05-24 13:58:07,0xa558942aefd72577aa54d2724d5a3e8a60d37ad21d0bf2fc097ef90aed73793a,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,1054000000000000000,0x929c240a89aa58459fd6d336b263392cf7624ca129b02a54b2135e4ca5290164,0,,,,0,,,
108626856,2023-08-24 04:48:09,0xf3121749d40c585a127f2dc555f0a902c202d97271d437e501658fa76a226a55,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,660005128527512600,0xa1294d56967d1f3b920dc61df55463d7bb0e3b4032c25bd920cb2c6013256ef4,0,,,,0,,,
115537953,2024-01-31 04:18:03,0x8ef2bd3a865c57c9bd5cdd2683b72bbf21509dab49304239af1846df4eb45d3a,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,1000000000000000,0xdc5caa532278206d7532ef0a1ed1408427bdc8897d9ac149b2221c4a3e125875,0,,,,0,,,
117411409,2024-03-14 13:06:35,0xd34bf1fe96d8c64d91f1edfb1cb04e5ca9cc15e12e53b75cd53aedb0a5e9d621,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,2400000000000000,0x808553fd26a6da36cf595609d8bbbda839a5ce53d3537759d451bd348602432a,0,,,,0,,,
118418321,2024-04-06 20:30:19,0x5be63fc9a3f4652157fd1ed0d4969e03aa2f05f7b25de4389ed2bd26e5030f8e,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,38800000000000000,0x3a79166fff8594c4ab3152b80adc9e2b4556b13be4125d35f0eb5d516336c938,0,,,,0,,,
115572675,2024-01-31 23:35:27,0x3335c31e000c03a3f7f3f5a3ec3b8dbd5e8ea7531f7efc85fc1a7cf4d00f27b3,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,6211403936695,0x356ded3d02c9692f9d77c91c4f6dcb2a9c43a92c80ee7be8706fea8aca3f0c64,0,,,,0,,,
121153486,2024-06-09 12:02:29,0xa4b5d2abdb2070a9281dad94a6bec2782c1726f2c6fd2d8e72ad89e01291c334,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,247500000000000000,0xe870e19f113e54656279ce88c65d19c1caa10d05c7ed17228f20e19e9409a646,0,,,,0,,,
122007082,2024-06-28 22:15:41,0x2663652da48d9c56033698ce4351ce9bfa1428db36d5d749f2cba5afe369dfa2,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,160000000000000000,0x4f14d9fb12df7d80506cd6a31897760da8e940f337beb90f7b5951264bc05520,0,,,,0,,,
106045626,2023-06-25 10:47:09,0xfba9df7ff9a7bd7e0a3c78a2b50f06db7578cd7993260f7613d7621796201991,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,36000000000000000,0xb8736d3194a876ad41ab3500577dd655213ad7648ce7773e0cae9d402ac2eee4,0,,,,0,,,
106048266,2023-06-25 12:15:09,0x58c2bc10d4da7743b0ada9d8ffd32e69781ca456d74eba1a4086be04dc935a0d,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,19000000000000000,0xdfbc064be8f5b954cd67189ed6333e7eb66fb95aee7d392b51c00f1048736354,0,,,,0,,,
109156180,2023-09-05 10:52:17,0xd449d7a5b9a5e6256add0956cd6a9d0630be6f5bc74153aab05ae8564d2700d3,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,26100000000000000,0x58f4162f4fd48cbeb60cad5d77187fb5120a32902ba773d2a12f8dccc255d810,0,,,,0,,,
112452554,2023-11-20 18:11:25,0x5595f7d5de0ff7a47aba4821eb1621fa7ba29f4ede452dede0bbe7c72869e5aa,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,9379255376720,0xb6f096bbfcb5ec41a9bb0d0c3b73670a2f4e166504d9466fe5770ce2cc999009,0,,,,0,,,
112504157,2023-11-21 22:51:31,0x264518c6b7da079da8ee65adb2765e7b192e5b3469e64ab18113cc2d4f347a73,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,42000000000000000,0xa7a03968a8a9731d2f3499039d7e7c05accc101cee41ad8d1ac371ba81118526,0,,,,0,,,
116803504,2024-02-29 11:23:05,0x06135ad83c3434605383459dca0a68b8ead01aff479136c934e4decb318a2948,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,110000000000000000,0xbd92030c38ef6c0520ca4f4b88d7c1afa116d13f016b1ac5d3d623172908f712,0,,,,0,,,
124619271,2024-08-28 09:28:39,0x51716c1cb4b640ad85ac3479809091dafbd512fcbedb31915205175a57a3873b,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,8500000000000000,0xee236d5a03d88a72a48f7af27c2c900a9b1fd2778479dbfb045c7b500280050c,0,,,,0,,,
125728594,2024-09-23 01:46:05,0x5e6d4fd920fada0afd8a61ee68faf66211c4fd96e8aaa9eac08fb2b0ab0f8a7f,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,4900000000000000,0x706a4da9011b786ab5880189a4a79c92f71239ca2b2695f47bff431e87272c03,0,,,,0,,,
109830088,2023-09-21 01:15:53,0x3bed2ec3283df2b894fb5405f7c55e40217373794eb68e68e924d7b5afa5053f,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,588000000000000000,0x45ad4ba6740dc3ed354c48aca41327fc80ba438ba86e91932c6592ac594c1fcb,0,,,,0,,,
115759081,2024-02-05 07:08:59,0x465ccb880a01cd9486e833a7fca26df6e7460e8bb6dde66597f025d7d9befe0e,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,1000000000000000,0xc11cceb5920f2821329d910c52c0a92a6fa9229dd4d3a6dea9cef1d625005ed1,0,,,,0,,,
109864948,2023-09-21 20:37:53,0x70b66b0e221ee59b5431065fc226af24c3e2e81b79101f68a0f09a1130d41f82,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,115000000000000000,0x0e0fb89a5be057a69540c03dc23df966c5eef55545620a50318f6df050c59849,0,,,,0,,,
111200337,2023-10-22 18:30:51,0x3503ffae993df2958a93e652f8bb9e0e14153bac418f02551f1d82f66d7968b1,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,3900000000000000,0x45939f4955727a1314562fd2d2e9c330c3ec372c95ba1efc22dcace0baf8fdc7,0,,,,0,,,
115371763,2024-01-27 07:58:23,0x325f09218d9d1ec328ed8e6e31c1e136c0dbc298701bddc5764937d439b962ac,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,348226215317000,0x6ac3bab14d14c4b07a62356badbb6e01c65ba12e7cdd0557b796d8100a9dbcb8,0,,,,0,,,
121182980,2024-06-10 04:25:37,0x5c992a617c9ec1c52f0abe994c7728da5413041aaaab2fa7eaa3de4e2c51597a,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,5000000000000000,0x2fe45564ff0040a0075c538431bce30e0fa83f3dad904a79e6a6720427e82e08,0,,,,0,,,
123517499,2024-08-02 21:22:55,0x3fc504ddf5166eccd506e8882ba1cba12e1881212a8960fa2fd7f8d4cc0330d7,0x4200000000000000000000000000000000000007,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,3500000000000000,0x7ab6c9b7d80652804cab1d859a481c937f8a9b235e635ea0ce1622b56afc4070,0,,,,0,,,
