date,initiated_volume,proved_volume,finalized_volume,deposited_volume,daily_difference,cumulative_initiated,cumulative_proved,cumulative_finalized,cumulative_deposited
2023-08-15,7735738.56299338,7694151.343299625,7674380.382414364,1519584.5381920575,-6216154.024801323,370418483.77130526,368729631.17547494,367771266.5230651,28190407.508900017
2023-08-16,5324919.663469835,5297844.242174578,5285405.784201669,766381.4654610042,-4558538.198008831,375743403.4347751,374027475.4176495,373056672.3072668,28956788.97436102
2023-08-17,8902215.890766993,8798211.09948459,8780296.892714353,506961.34556814795,-8395254.545198845,384645619.3255421,382825686.5171341,381836969.19998115,29463750.319929168
2023-08-18,20426514.694174528,20394081.7743392,20381320.220132947,550990.0091916063,-19875524.684982922,405072134.0197166,403219768.29147327,402218289.4201141,30014740.329120774
2023-08-19,2550745.944198851,2448579.2837997335,2438140.844843306,2010299.0488461659,-540446.8953526851,407622879.96391547,405668347.575273,404656430.2649574,32025039.37796694
2023-08-20,3253320.685715641,2910317.381848893,2833053.486204626,2276834.511253175,-976486.174462466,410876200.6496311,408578664.95712185,407489483.75116205,34301873.88922012
2023-08-21,4820312.148713345,4680031.876158742,4585411.334471427,3267298.1164949774,-1553014.0322183673,415696512.79834443,413258696.83328056,412074895.08563346,37569172.005715095
2023-08-22,11653836.130125996,11555241.952521129,11410097.409873677,1013080.1847444979,-10640755.945381498,427350348.92847043,424813938.7858017,423484992.4955071,38582252.190459594
2023-08-23,10545516.151385676,10485634.184926689,10464765.886687296,612897.8892272741,-9932618.262158401,437895865.0798561,435299572.9707284,433949758.3821944,39195150.079686865
2023-08-24,5950984.859882656,5894591.726345721,5889139.762173194,570865.0242838247,-5380119.835598831,443846849.93973875,441194164.6970741,439838898.1443676,39766015.10397069
2023-08-25,6753080.951140885,6701812.994108957,6680941.342989283,559375.7761949267,-6193705.174945959,450599930.89087963,447895977.6911831,446519839.48735684,40325390.88016562
2023-08-26,10563674.019027058,10523936.689805122,10508060.746648734,508264.9792972422,-10055409.039729815,461163604.9099067,458419914.38098824,457027900.2340056,40833655.859462865
2023-08-27,4380082.644853025,4331824.667809933,4330756.552624897,416024.403327448,-3964058.241525577,465543687.5547597,462751739.0487982,461358656.78663045,41249680.262790315
2023-08-28,2907398.9029063275,2865864.3339194986,2860301.7069695015,334093.6638014503,-2573305.239104877,468451086.457666,465617603.3827177,464218958.49359995,41583773.92659177
2023-08-29,6901311.215785706,6876790.938716905,6868173.616390603,460486.4699927773,-6440824.745792929,475352397.67345166,472494394.3214346,471087132.10999054,42044260.39658455
2023-08-30,3280656.38286047,3251659.2907491885,3264594.581700979,554928.7192790111,-2725727.663581459,478633054.05631214,475746053.6121838,474351726.6916915,42599189.11586356
2023-08-31,6733661.685562613,6715432.9323591385,6709778.244600836,1552770.792283668,-5180890.893278945,485366715.74187475,482461486.54454297,481061504.93629235,44151959.90814723
2023-09-01,26795018.57915228,26770751.422846884,26765876.582526222,453386.4411569367,-26341632.137995344,512161734.32102704,509232237.9673898,507827381.51881856,44605346.34930417
2023-09-02,5327866.9897314655,5320537.493974833,5317725.473360159,447235.7042587873,-4880631.285472678,517489601.31075853,514552775.4613646,513145106.99217874,45052582.053562954
2023-09-03,1687699.5894828537,1684724.3998478316,1684124.0438584748,271568.25809443806,-1416131.3313884155,519177300.9002414,516237499.86121243,514829231.0360372,45324150.31165739
2023-09-04,4223284.909829607,4217258.192618998,4213821.959784034,314988.4630910961,-3908296.4467385113,523400585.810071,520454758.05383146,519043052.99582124,45639138.77474849
2023-09-05,3650462.9165510093,3640167.8175362847,3634611.8739350843,227326.9745980605,-3423135.941952949,527051048.726622,524094925.87136775,522677664.86975634,45866465.74934655
2023-09-06,4256100.485113512,4247565.684136523,4246164.604444874,278467.30224879074,-3977633.182864721,531307149.2117355,528342491.55550426,526923829.4742012,46144933.05159534
2023-09-07,4491737.108016583,4484276.668778605,4482391.682923277,339996.742620304,-4151740.365396279,535798886.3197521,532826768.22428286,531406221.15712446,46484929.79421564
2023-09-08,4676326.503792609,4671843.783913037,4671187.0918498915,328840.3538428154,-4347486.149949794,540475212.8235447,537498612.0081959,536077408.2489743,46813770.14805846
2023-09-09,5327484.405786489,5308293.723012233,5306218.179229033,1120542.7860724016,-4206941.619714088,545802697.2293313,542806905.7312081,541383626.4282033,47934312.93413086
2023-09-10,5614576.44865731,5591287.021962461,5586615.490943034,696054.4079966337,-4918522.040660676,551417273.6779885,548398192.7531705,546970241.9191464,48630367.342127495
2023-09-11,9552567.92051206,9535066.159849297,9529800.791207926,499657.0872014666,-9052910.833310593,560969841.5985006,557933258.9130198,556500042.7103543,49130024.42932896
2023-09-12,10715829.488564337,10702756.810785273,10655690.07089774,828083.661655001,-9887745.826909335,571685671.087065,568636015.7238051,567155732.781252,49958108.090983965
2023-09-13,15344804.494293328,15314745.747709086,15309076.297679134,999780.1632942203,-14345024.330999108,587030475.5813583,583950761.4715141,582464809.0789312,50957888.25427818
2023-09-14,3896264.389696539,3888058.420097005,3873172.824498645,901063.3543529481,-2995201.0353435907,590926739.9710549,587838819.8916111,586337981.9034299,51858951.608631134
2023-09-15,10117910.126161933,10107964.176408855,10106538.69555498,481429.746356936,-9636480.379804997,601044650.0972168,597946784.06802,596444520.5989848,52340381.35498807
2023-09-16,4254890.54752928,4242231.163426522,4240255.749682027,433919.38585183606,-3820971.1616774444,605299540.6447461,602189015.2314465,600684776.3486669,52774300.740839906
2023-09-17,2187733.3052001703,2167766.8482237756,2165990.7493338794,587919.9865296884,-1599813.318670482,607487273.9499463,604356782.0796703,602850767.0980008,53362220.72736959
2023-09-18,8017680.283010805,8003630.135742381,8000919.683340842,579225.3538225341,-7438454.929188271,615504954.2329571,612360412.2154127,610851686.7813416,53941446.08119213
2023-09-19,4359752.980368119,4348816.50690561,4340247.444951982,538448.7067937389,-3821304.2735743797,619864707.2133253,616709228.7223183,615191934.2262936,54479894.78798587
2023-09-20,6266289.40036412,6244350.409259088,6240661.251609249,485576.9230923585,-5780712.477271761,626130996.6136894,622953579.1315774,621432595.4779028,54965471.71107823
2023-09-21,14420912.495909292,14402852.456404872,14401338.122849058,364301.998786475,-14056610.497122817,640551909.1095988,637356431.5879823,635833933.6007519,55329773.7098647
2023-09-22,11880073.222472843,11871662.486536082,11868326.61697064,296260.2534100192,-11583812.969062824,652431982.3320715,649228094.0745183,647702260.2177225,55626033.96327472
2023-09-23,4199144.818543255,4169555.693010658,4165658.5585684264,478177.8434500146,-3720966.975093241,656631127.1506147,653397649.767529,651867918.776291,56104211.806724735
2023-09-24,316515.5638846443,308385.6208269443,305782.6743271399,477112.74319583265,160597.17931118835,656947642.7144994,653706035.388356,652173701.4506181,56581324.54992057
2023-09-25,7624850.951411219,7618177.84597086,7615871.122857452,551821.3497858976,-7073029.601625321,664572493.6659106,661324213.2343268,659789572.5734756,57133145.89970646
2023-09-26,7569101.604571716,7550802.473283586,7542678.052325745,595384.6106453363,-6973716.99392638,672141595.2704823,668875015.7076104,667332250.6258013,57728530.5103518
2023-09-27,5395454.426891876,5343327.578712383,5342790.032088406,717991.1921969476,-4677463.234694929,677537049.6973742,674218343.2863227,672675040.6578897,58446521.70254875
2023-09-28,1497428.113647367,1485436.5207149757,1484732.9991384146,689682.4416126645,-807745.6720347026,679034477.8110216,675703779.8070377,674159773.6570281,59136204.14416141
2023-09-29,4905050.920407275,4901839.1003594035,4896563.998379367,736859.3220546478,-4168191.598352627,683939528.7314289,680605618.9073972,679056337.6554074,59873063.46621606
2023-09-30,1277962.1191117414,1271293.7058010392,1269908.454442333,502273.5071094669,-775688.6120022745,685217490.8505406,681876912.6131982,680326246.1098498,60375336.97332552
2023-10-01,6118182.260747419,6109404.907458263,6106867.076384566,667606.0826979193,-5450576.178049499,691335673.1112881,687986317.5206565,686433113.1862344,61042943.05602344
2023-10-02,1885416.114002676,1867033.322838663,1865280.328363628,550093.4641840394,-1335322.6498186365,693221089.2252908,689853350.8434951,688298393.514598,61593036.52020748
2023-10-03,5166975.481463476,5154127.025732813,5152179.398206397,409754.51299098774,-4757220.968472488,698388064.7067542,695007477.8692279,693450572.9128044,62002791.03319847
2023-10-04,3025408.7640349553,2998070.2322643166,2992032.6545898155,796180.8006984482,-2229227.963336507,701413473.4707892,698005548.1014922,696442605.5673941,62798971.83389692
2023-10-05,1899916.654680487,1890109.256240432,1880720.513591524,417102.3644725209,-1482814.2902079662,703313390.1254697,699895657.3577327,698323326.0809857,63216074.19836944
2023-10-06,2353690.133160818,2347936.825714091,2342843.6037938097,228570.00111029492,-2125120.132050523,705667080.2586305,702243594.1834468,700666169.6847795,63444644.19947974
2023-10-07,4076641.170445222,4054186.7076957687,4051296.5090975934,278138.7885730976,-3798502.3818721245,709743721.4290757,706297780.8911425,704717466.1938771,63722782.98805284
2023-10-08,759353.8032646595,747564.5864434981,746717.3817923027,320888.78370561055,-438465.01955904893,710503075.2323403,707045345.477586,705464183.5756694,64043671.771758445
2023-10-09,1140296.9343022367,1087342.5012082565,1075028.5970126241,424534.42203396175,-715762.5122682749,711643372.1666425,708132687.9787943,706539212.172682,64468206.1937924
2023-10-10,1304239.484981627,1300107.3259409321,1294713.6293938903,353633.9470215204,-950605.5379601065,712947611.6516242,709432795.3047353,707833925.802076,64821840.140813924
2023-10-11,3019243.9080845774,3007874.4630099284,3007762.689909356,195435.52506705633,-2823808.383017521,715966855.5597088,712440669.7677453,710841688.4919853,65017275.66588098
2023-10-12,236337.1519168558,228870.6889082632,226886.7439252591,212032.7290153467,-24304.422901509097,716203192.7116257,712669540.4566535,711068575.2359105,65229308.39489633
2023-10-13,1648626.639759973,1635288.6985024456,1634130.84681922,155549.8946994129,-1493076.74506056,717851819.3513857,714304829.1551559,712702706.0827297,65384858.28959574
2023-10-14,4195321.82276085,4190497.964136437,4188441.5586317773,257737.64789293302,-3937584.1748679173,722047141.1741465,718495327.1192924,716891147.6413615,65642595.93748867
2023-10-15,3285329.4225918376,3275114.15636276,3271171.5321182716,323493.3070363762,-2961836.1155554615,725332470.5967383,721770441.2756552,720162319.1734798,65966089.244525045
2023-10-16,1918373.638192573,1902346.4086374796,1896640.6225087787,254867.25990383342,-1663506.3782887396,727250844.2349309,723672787.6842927,722058959.7959886,66220956.50442888
2023-10-17,1305402.5975655538,1300439.6364371644,1297512.8550495112,265088.99285917357,-1040313.6047063803,728556246.8324964,724973227.3207299,723356472.651038,66486045.49728805
2023-10-18,1921872.0503852072,1911553.7965200497,1903366.576972548,214014.71600403253,-1707857.3343811748,730478118.8828816,726884781.1172498,725259839.2280107,66700060.21329208
2023-10-19,1533014.0184210816,1521884.7679747418,1513974.384720359,219791.54063096325,-1313222.4777901184,732011132.9013027,728406665.8852246,726773813.612731,66919851.75392304
2023-10-20,4942126.014972045,4938621.558120818,4934622.920143187,157093.3494413581,-4785032.665530687,736953258.9162748,733345287.4433454,731708436.5328741,67076945.1033644
2023-10-21,1746345.3405513412,1742421.8175820876,1740989.8291085293,281083.7113799723,-1465261.629171369,738699604.2568262,735087709.2609276,733449426.3619826,67358028.81474437
2023-10-22,1495670.638203131,1490294.4069314315,1488392.0106283943,294762.2060682072,-1200908.4321349238,740195274.8950293,736578003.667859,734937818.3726109,67652791.02081257
2023-10-23,1565570.4920667363,1561818.548711488,1558879.46324185,214780.2926613479,-1350790.1994053884,741760845.387096,738139822.2165705,736496697.8358527,67867571.31347392
2023-10-24,991520.2890172122,982271.2046928407,965492.2479485852,150180.4193465621,-841339.8696706501,742752365.6761132,739122093.4212633,737462190.0838013,68017751.73282048
2023-10-25,1498444.7268756705,1489447.1131895457,1488103.5093455082,113831.10775088886,-1384613.6191247816,744250810.4029889,740611540.5344529,738950293.5931468,68131582.84057137
2023-10-26,1208876.3613411787,1026511.4896792637,1024245.2687993199,116802.63657169092,-1092073.7247694877,745459686.7643301,741638052.0241321,739974538.8619461,68248385.47714306
2023-10-27,2157162.2575173103,2150375.838556945,2147442.3270451524,96829.94116893654,-2060332.316348374,747616849.0218475,743788427.862689,742121981.1889913,68345215.418312
2023-10-28,999381.2768787293,990974.519979138,989683.6416538161,132155.1546969367,-867226.1221817926,748616230.2987262,744779402.3826681,743111664.8306451,68477370.57300894
2023-10-29,1142405.0629462155,1131635.8316045762,1130632.3681745047,123328.9962595019,-1019076.0666867136,749758635.3616724,745911038.2142727,744242297.1988196,68600699.56926844
2023-10-30,787926.2855477362,781717.2562141382,686909.5167940601,118921.6328143412,-669004.652733395,750546561.6472201,746692755.4704869,744929206.7156137,68719621.20208278
2023-10-31,587679.4091078658,579315.4660038701,578203.6709458879,83080.26850627267,-504599.14060159307,751134241.056328,747272070.9364908,745507410.3865596,68802701.47058906
2023-11-01,800945.20210764,796582.485514611,795790.3775825854,68460.37811780101,-732484.823989839,751935186.2584357,748068653.4220054,746303200.7641422,68871161.84870686
2023-11-02,1017936.6836418335,1015752.0828541613,1015308.4875150237,71371.08530862289,-946565.5983332106,752953122.9420775,749084405.5048596,747318509.2516571,68942532.93401548
2023-11-03,445605.939455096,432121.7656002128,412360.139344232,54862.99625752963,-390742.9431975664,753398728.8815327,749516527.2704598,747730869.3910013,68997395.93027301
2023-11-04,3625095.9360907287,3622182.725084928,3620836.158537701,111409.15001925576,-3513686.786071473,757023824.8176234,753138709.9955447,751351705.5495391,69108805.08029227
2023-11-05,507512.0949852199,491117.3834151045,490850.7643550314,119834.41613767571,-387677.6788475442,757531336.9126086,753629827.3789598,751842556.3138942,69228639.49642995
2023-11-06,1349124.4305997323,1347940.2281089257,1343738.047636838,64764.46631466676,-1284359.9642850657,758880461.3432083,754977767.6070687,753186294.361531,69293403.96274462
2023-11-07,1168015.2000352654,1165923.6224312473,1165175.0039623412,61514.38853284662,-1106500.8115024187,760048476.5432435,756143691.2294999,754351469.3654934,69354918.35127747
2023-11-08,570591.3343025154,566035.2288011113,564625.2587890241,125390.73075374292,-445200.60354877246,760619067.8775461,756709726.4583011,754916094.6242825,69480309.08203122
2023-11-09,816943.4092337646,814785.5756218625,814228.7032177683,82433.41125266967,-734509.997981095,761436011.2867799,757524512.0339229,755730323.3275002,69562742.49328388
2023-11-10,402391.74442366,396061.4821242178,370655.8710740095,52713.57521340897,-349678.169210251,761838403.0312035,757920573.5160471,756100979.1985742,69615456.06849729
2023-11-11,279912.701164885,277248.6463340033,273455.85206891096,76625.41660680615,-203287.28455807886,762118315.7323684,758197822.1623812,756374435.0506431,69692081.48510408
2023-11-12,7253517.597777676,7241202.2255901145,7240335.057722678,265268.6908778119,-6988248.906899864,769371833.3301461,765439024.3879713,763614770.1083658,69957350.1759819
2023-11-13,1537029.8026531502,1535771.7661220934,1534216.1362575493,211691.23886699957,-1325338.5637861507,770908863.1327993,766974796.1540934,765148986.2446233,70169041.4148489
2023-11-14,5579269.806949299,5572560.893933885,5571410.958210329,285363.196439321,-5293906.610509978,776488132.9397485,772547357.0480273,770720397.2028337,70454404.61128822
2023-11-15,4110065.3339102874,4105141.9596038796,4099376.376386974,198962.1913606862,-3911103.1425496014,780598198.2736589,776652499.0076312,774819773.5792207,70653366.8026489
2023-11-16,8954246.206143258,8950485.612597356,8946281.264076548,371192.1996364129,-8583054.006506845,789552444.4798021,785602984.6202285,783766054.8432972,71024559.00228532
2023-11-17,8579103.929262394,8567323.717444995,8393932.287312705,336953.19516183913,-8242150.734100555,798131548.4090645,794170308.3376735,792159987.13061,71361512.19744715
2023-11-18,3262015.306410245,3247445.5977064623,3240652.449390234,761943.6151177477,-2500071.6912924973,801393563.7154747,797417753.93538,795400639.5800003,72123455.8125649
2023-11-19,24139626.857984368,24094714.181967497,24088516.087921362,1050971.8023933491,-23088655.055591017,825533190.5734591,821512468.1173475,819489155.6679217,73174427.61495824
2023-11-20,11530710.060465831,11508455.674234912,11503884.067673968,1296728.2951458322,-10233981.76532,837063900.633925,833020923.7915823,830993039.7355956,74471155.91010408
2023-11-21,12128093.95009497,12101185.648148978,12086673.98395178,615518.5973624861,-11512575.352732483,849191994.5840199,845122109.4397314,843079713.7195474,75086674.50746657
2023-11-22,12995806.904262608,12983457.923402993,12953643.396289578,696683.9741375936,-12299122.930125015,862187801.4882826,858105567.3631344,856033357.115837,75783358.48160416
2023-11-23,3347696.546948566,3341754.2927928334,3341294.621368981,228957.83341053993,-3118738.713538026,865535498.0352311,861447321.6559272,859374651.737206,76012316.3150147
2023-11-24,6453354.324553139,6447655.241791702,6434404.680109865,206318.66086309875,-6247035.66369004,871988852.3597842,867894976.8977189,865809056.4173158,76218634.9758778
2023-11-25,6292432.587761297,6286664.683614479,6285586.080395257,281848.9829083499,-6010583.604852947,878281284.9475455,874181641.5813334,872094642.4977111,76500483.95878616
2023-11-26,7865421.214300416,7811485.634281083,7809995.813275177,291035.04962014826,-7574386.164680269,886146706.1618459,881993127.2156144,879904638.3109863,76791519.00840631
2023-11-27,15777154.30322803,15771311.413942186,15771050.915494911,174575.33770673667,-15602578.965521293,901923860.465074,897764438.6295567,895675689.2264812,76966094.34611304
2023-11-28,3100301.830729279,3096870.774037788,3096254.625223698,147931.8410309784,-2952369.9896983006,905024162.2958032,900861309.4035945,898771943.851705,77114026.18714403
2023-11-29,2805942.8446498816,2804052.697903307,2801303.3234312646,104099.51845725873,-2701843.326192623,907830105.1404531,903665362.1014978,901573247.1751362,77218125.70560129
