date,initiated_volume,proved_volume,finalized_volume,deposited_volume,daily_difference,cumulative_initiated,cumulative_proved,cumulative_finalized,cumulative_deposited
2023-11-30,3060054.4231398045,3053440.436798175,3053356.2011984712,149702.4695764487,-2910351.953563356,910890159.5635929,906718802.538296,904626603.3763347,77367828.17517774
2023-12-01,1348882.7263513962,1345002.9774758448,1344879.0492039374,125957.12484148979,-1222925.6015099064,912239042.2899443,908063805.5157719,905971482.4255387,77493785.30001923
2023-12-02,55580692.684835516,55575357.47375645,55575046.39416169,487640.4011584814,-55093052.283677034,967819734.9747798,963639162.9895283,961546528.8197004,77981425.70117772
2023-12-03,5605168.780103895,5595121.728644419,5592832.592784376,113856.65516611664,-5491312.124937778,973424903.7548838,969234284.7181727,967139361.4124848,78095282.35634384
2023-12-04,260613.2469264868,258961.5402204771,258744.55811644864,83048.03167426631,-177565.2152522205,973685517.0018103,969493246.2583932,967398105.9706012,78178330.3880181
2023-12-05,2046735.1090222327,2043429.1341266523,2041627.4913742924,118808.1178089528,-1927926.99121328,975732252.1108326,971536675.3925198,969439733.4619755,78297138.50582705
2023-12-06,273443.8912741544,272672.3646341769,272377.5939091726,22184.550275428508,-251259.3409987259,976005696.0021068,971809347.757154,969712111.0558846,78319323.05610248
2023-12-07,651464.3733583919,651128.6697304439,651103.4757304478,33418.64207414313,-618045.7312842488,976657160.3754652,972460476.4268844,970363214.531615,78352741.69817662
2023-12-08,196648.85230767145,195553.75979565014,195337.27409965475,29203.636593525553,-167445.2157141459,976853809.2277728,972656030.1866801,970558551.8057147,78381945.33477014
2023-12-09,221507.09554074865,219973.05695073947,219617.0545107333,29335.882174788232,-192171.2133659604,977075316.3233136,972876003.2436308,970778168.8602254,78411281.21694493
2023-12-10,198210.14180034277,194567.90128331658,194397.1118083123,44217.61465885997,-153992.5271414828,977273526.4651139,973070571.144914,970972565.9720337,78455498.8316038
2023-12-11,370332.45670508046,365429.9923331006,365085.1412031256,70848.26751434908,-299484.1891907314,977643858.921819,973436001.1372471,971337651.1132369,78526347.09911814
2023-12-12,45339.87858399968,44586.53407999787,44478.69359999799,41206.4155829439,-4133.463001055781,977689198.800403,973480587.6713271,971382129.8068368,78567553.51470108
2023-12-13,819005.9627170756,817397.4453930821,817156.5961770834,24545.86578334752,-794460.0969337281,978508204.76312,974297985.1167202,972199286.403014,78592099.38048443
2023-12-14,940540.5258670202,938030.8762311414,936776.9434911171,53472.3235121648,-887068.2023548555,979448745.288987,975236015.9929514,973136063.346505,78645571.7039966
2023-12-15,85152.53751356987,83611.9943395759,83182.9209905748,62712.7495078705,-22439.788005699367,979533897.8265007,975319627.987291,973219246.2674956,78708284.45350447
2023-12-16,232032.0931195596,224995.7675619624,223834.9772899392,62205.633295582404,-169826.4598239772,979765929.9196202,975544623.7548529,973443081.2447855,78770490.08680005
2023-12-17,80596.21608981138,78052.02875600029,77977.75677799607,48491.4011796773,-32104.814910134082,979846526.13571,975622675.7836089,973521059.0015635,78818981.48797973
2023-12-18,255783.71295740415,254250.01038188938,254056.6933708895,20431.654958695424,-235352.0579987087,980102309.8486674,975876925.7939909,973775115.6949345,78839413.14293842
2023-12-19,1408570.6312279082,1407694.2584411935,1407613.5552251942,42585.730229255445,-1365984.9009986527,981510880.4798952,977284620.0524321,975182729.2501597,78881998.87316768
2023-12-20,275555.8152303871,274644.37899834954,274514.6630343509,44049.97086288019,-231505.8443675069,981786436.2951256,977559264.4314305,975457243.9131941,78926048.84403056
2023-12-21,422383.4032682915,421236.6275528965,420882.4621539434,32782.16834173935,-389601.23492655216,982208819.698394,977980501.0589833,975878126.375348,78958831.0123723
2023-12-22,345462.94545273576,343527.3469708185,343098.14434582915,26944.317870071332,-318518.6275826644,982554282.6438466,978324028.4059541,976221224.5196939,78985775.33024237
2023-12-23,704006.5431405121,701840.8083687958,699890.8219436787,52859.486734189326,-651147.0564063228,983258289.1869872,979025869.2143229,976921115.3416375,79038634.81697656
2023-12-24,974566.7287908532,973459.5680868629,973307.5040868487,29155.690324316634,-945411.0384665366,984232855.915778,979999328.7824098,977894422.8457243,79067790.50730088
2023-12-25,8335268.502152679,8330655.830400431,8330079.194264751,48892.27277050171,-8286376.229382177,992568124.4179307,988329984.6128103,986224502.0399891,79116682.7800714
2023-12-26,1101322.5131757522,1096112.106335376,1095347.502867434,74333.55466293267,-1026988.9585128196,993669446.9311064,989426096.7191457,987319849.5428566,79191016.33473432
2023-12-27,1482325.4996968734,1481735.166310053,1481302.9049850528,26257.133853516243,-1456068.365843357,995151772.4308033,990907831.8854557,988801152.4478416,79217273.46858783
2023-12-28,1006785.9851695437,1004381.4191195762,1003000.6837335231,28152.622232230035,-978633.3629373136,996158558.4159728,991912213.3045753,989804153.1315752,79245426.09082006
2023-12-29,4913016.163641413,4911535.067234031,4911036.057522855,32959.5252070082,-4880056.6384344045,1001071574.5796143,996823748.3718094,994715189.1890981,79278385.61602707
2023-12-30,1294145.6224411726,1280100.4308963637,1273622.9276595784,56930.73216518335,-1237214.8902759892,1002365720.2020555,998103848.8027058,995988812.1167578,79335316.34819226
2023-12-31,971241.1711315042,969882.8784896139,969649.5554195754,53543.07555971182,-917698.0955717925,1003336961.373187,999073731.6811954,996958461.6721773,79388859.42375197
2024-01-01,93919.71963821487,91982.41915495816,91982.41915495816,52701.10926556126,-41218.61037265361,1003430881.0928252,999165714.1003504,997050444.0913323,79441560.53301753
2024-01-02,4165187.5914402045,4163651.1478533214,4160218.095173935,28916.48605436189,-4136271.1053858427,1007596068.6842654,1003329365.2482038,1001210662.1865063,79470477.01907189
2024-01-03,423419.1798316215,422797.4731004515,421746.60140547616,41895.87568330453,-381523.30414831697,1008019487.864097,1003752162.7213042,1001632408.7879118,79512372.8947552
2024-01-04,958412.3876422781,957407.6632155908,957380.7327905952,28349.53899438386,-930062.8486478942,1008977900.2517393,1004709570.3845198,1002589789.5207024,79540722.43374959
2024-01-05,519455.4143137485,517600.76301948325,516092.05723851017,45053.292014511695,-474402.12229923677,1009497355.666053,1005227171.1475393,1003105881.5779408,79585775.7257641
2024-01-06,4774707.247728012,4765942.373735739,4765876.13072974,41363.78621144339,-4733343.461516568,1014272062.913781,1009993113.521275,1007871757.7086706,79627139.51197554
2024-01-07,123310.32376643305,122617.58311082433,122587.40564082854,22453.75691514714,-100856.56685128591,1014395373.2375475,1010115731.1043859,1007994345.1143115,79649593.2688907
2024-01-08,339352.3365421971,338871.52566214756,335985.60088214284,21009.909671175155,-318342.4268710219,1014734725.5740898,1010454602.630048,1008330330.7151936,79670603.17856187
2024-01-09,3862946.6025111233,3861553.924758983,3860921.709718968,58088.80516831504,-3804857.7973428085,1018597672.1766009,1014316156.5548071,1012191252.4249126,79728691.98373018
2024-01-10,1152734.2171375414,1151894.0920180944,1151816.379548048,55576.015914532516,-1097158.2012230088,1019750406.3937385,1015468050.6468252,1013343068.8044606,79784267.99964471
2024-01-11,100029.33227915311,99593.85450334451,99547.82698334412,23229.9706990991,-76799.36158005401,1019850435.7260177,1015567644.5013286,1013442616.631444,79807497.97034381
2024-01-12,139574.0428409157,137688.8528177853,137696.8988177902,35153.15847554947,-104420.88436536623,1019990009.7688587,1015705333.3541464,1013580313.5302618,79842651.12881936
2024-01-13,215357.8958793216,214348.96566022612,214291.6156602228,27956.93888663438,-187400.9569926872,1020205367.6647379,1015919682.3198066,1013794605.145922,79870608.06770599
2024-01-14,233794.5869595218,232920.68347302833,232825.1253620205,11157.782688229763,-222636.80427129206,1020439162.2516974,1016152603.0032796,1014027430.271284,79881765.85039422
2024-01-15,224833.33719905626,223215.34511011568,221991.0411831003,18970.37181527935,-205862.9653837769,1020663995.5888965,1016375818.3483896,1014249421.3124671,79900736.2222095
2024-01-16,683089.8427549055,682413.6872587434,682169.8959527425,23819.522976803713,-659270.3197781018,1021347085.4316515,1017058232.0356483,1014931591.2084198,79924555.7451863
2024-01-17,925638.3693689625,924552.202088881,924351.4504888856,55773.39056982521,-869864.9787991373,1022272723.8010204,1017982784.2377372,1015855942.6589087,79980329.13575612
2024-01-18,764887.8022266054,764761.0294066351,764740.3017436237,27078.093374035154,-737809.7088525702,1023037611.603247,1018747545.2671438,1016620682.9606524,80007407.22913015
2024-01-19,251102.6336521543,250432.03051216327,250233.66425416057,21162.435055710223,-229940.19859644407,1023288714.2368993,1018997977.297656,1016870916.6249065,80028569.66418585
2024-01-20,10562.185169583207,5408.078539000871,5390.495252001208,72849.06032049292,62286.87515090971,1023299276.4220688,1019003385.3761951,1016876307.1201586,80101418.72450635
2024-01-21,372483.62761908665,369289.17055531556,365615.1011143819,51373.7375554845,-321109.8900636021,1023671760.0496879,1019372674.5467504,1017241922.221273,80152792.46206184
2024-01-22,18965.279571354335,14054.25100999771,13621.038049998118,27924.986915199563,8959.707343845228,1023690725.3292592,1019386728.7977604,1017255543.259323,80180717.44897704
2024-01-23,645067.6927441591,643544.4273902621,643226.1508022313,74861.02609814331,-570206.6666460158,1024335793.0220033,1020030273.2251506,1017898769.4101253,80255578.47507519
2024-01-24,11451.730948399703,10357.954831998919,10349.490823999862,32504.871459196765,21053.140510797064,1024347244.7529517,1020040631.1799825,1017909118.9009492,80288083.34653439
2024-01-25,14410.314457519979,13707.825807999185,13662.244407999779,31996.28516722996,17585.97070970998,1024361655.0674093,1020054339.0057906,1017922781.1453573,80320079.63170162
2024-01-26,5436382.558308794,5434170.582046762,5434155.94521426,40420.127020916676,-5395962.431287877,1029798037.6257181,1025488509.5878373,1023356937.0905715,80360499.75872253
2024-01-27,101131.3173973799,94875.07077298123,94784.4998729885,76654.29018363741,-24477.02721374249,1029899168.9431155,1025583384.6586103,1023451721.5904446,80437154.04890616
2024-01-28,966448.0606180119,963988.532253671,963874.7307058081,40260.1498767512,-926187.9107412606,1030865617.0037335,1026547373.190864,1024415596.3211504,80477414.19878292
2024-01-29,29943.092634344495,29076.729032997562,27364.25722799753,111843.39865658115,81900.30602223665,1030895560.0963678,1026576449.919897,1024442960.5783784,80589257.5974395
2024-01-30,136009.9553182038,135254.06259683523,135217.89086683883,37144.52420290489,-98865.43111529891,1031031570.051686,1026711703.9824938,1024578178.4692453,80626402.1216424
2024-01-31,71124.08830124141,70974.83657999017,70640.56883999024,14335.433980602114,-56788.654320639296,1031102694.1399873,1026782678.8190738,1024648819.0380853,80640737.555623
2024-02-01,1559265.3065805705,1545951.5861892311,1545815.799573231,21116.947984546718,-1538148.3585960239,1032661959.4465679,1028328630.4052631,1026194634.8376585,80661854.50360754
2024-02-02,174074.6497883563,173562.33467967386,173338.03528967244,32967.81586801614,-141106.83392034017,1032836034.0963563,1028502192.7399428,1026367972.8729482,80694822.31947556
2024-02-03,5676007.947482072,5668216.980275285,5666278.304274491,58245.11291616433,-5617762.834565908,1038512042.0438384,1034170409.7202181,1032034251.1772226,80753067.43239173
2024-02-04,4134619.333985031,4124871.6391516235,4124787.2967574913,94168.26623813562,-4040451.0677468954,1042646661.3778235,1038295281.3593696,1036159038.4739801,80847235.69862987
2024-02-05,523343.76937128475,515674.00057500775,514411.6941629285,132673.1196029901,-390670.64976829465,1043170005.1471947,1038810955.3599447,1036673450.168143,80979908.81823286
2024-02-06,1900853.0594550471,1900132.4202581246,1899972.4603580737,53898.91223616241,-1846954.1472188847,1045070858.2066498,1040711087.7802029,1038573422.628501,81033807.73046903
2024-02-07,600680.7274441035,599768.9930387142,598157.2670492299,54353.74625589201,-546326.9811882115,1045671538.9340938,1041310856.7732416,1039171579.8955503,81088161.47672492
2024-02-08,1885538.8356532685,1885126.0433807094,1884474.891444804,112553.87315328124,-1772984.9624999873,1047557077.7697471,1043195982.8166224,1041056054.786995,81200715.3498782
2024-02-09,1342634.814688122,1341424.3324344284,1340419.8652065627,267686.55026999547,-1074948.2644181265,1048899712.5844352,1044537407.1490568,1042396474.6522017,81468401.9001482
2024-02-10,2151863.8830558686,2150615.0400008783,2150344.551505738,157425.56537531404,-1994438.3176805545,1051051576.4674911,1046688022.1890577,1044546819.2037073,81625827.46552351
2024-02-11,4640087.644842652,4638620.331874029,4638545.2376017915,173074.55108948494,-4467013.0937531665,1055691664.1123338,1051326642.5209317,1049185364.4413091,81798902.01661299
2024-02-12,3700356.565882488,3696065.72296786,3695677.222968063,96249.51660748501,-3604107.0492750034,1059392020.6782162,1055022708.2438996,1052881041.6642772,81895151.53322047
