total_value,sum_if_finalized_null,sum_if_proven_null,not_proven_2w,not_proven_4w,not_finalized_2w,not_finalized_4w
17663.807784261124,2706.9926364307667,1569.4064756985445,1540.7771731626883,1531.9446214671893,2601.398476319061,2581.1546977324388
